Data;Municipio;Gênero do Indiciado;Idade do Indiciado;Relacionamento
03/03/2022;Fortaleza;Masculino;51;NÃO INFORMADO
03/03/2022;Ipu;Masculino;40;NÃO INFORMADO
04/03/2022;Fortaleza;Feminino;62;NÃO INFORMADO
06/03/2022;Icó;Feminino;24;NÃO INFORMADO
07/03/2022;Fortaleza;Masculino;43;CONJUGE/COMPANHEIRO
07/03/2022;Ubajara;Masculino;32;NÃO INFORMADO
09/03/2022;Crato;Masculino;25;NÃO INFORMADO
09/03/2022;Crato;Masculino;25;NÃO INFORMADO
09/03/2022;Tianguá;Masculino;36;NÃO INFORMADO
09/03/2022;Tianguá;Masculino;36;NÃO INFORMADO
10/03/2022;Granja;Masculino;40;CONJUGE/COMPANHEIRO
12/03/2022;Itaitinga;Masculino;21;NÃO INFORMADO
12/03/2022;Guaramiranga;Masculino;45;NÃO INFORMADO
12/03/2022;Ubajara;Masculino;39;NÃO INFORMADO
13/03/2022;Ipu;Masculino;26;CONJUGE/COMPANHEIRO
13/03/2022;Ibiapina;Masculino;48;NÃO INFORMADO
14/03/2022;Juazeiro do Norte;Masculino;20;NÃO INFORMADO
15/03/2022;Tianguá;Feminino;27;NÃO INFORMADO
15/03/2022;Tianguá;Feminino;27;NÃO INFORMADO
15/03/2022;Irauçuba;Masculino;62;NÃO INFORMADO
16/03/2022;Fortaleza;Feminino;35;NÃO INFORMADO
16/03/2022;Pereiro;Masculino;37;NÃO INFORMADO
16/03/2022;Iguatu;Masculino;77;NÃO INFORMADO
17/03/2022;Russas;Masculino;52;NÃO INFORMADO
18/03/2022;Caucaia;Feminino;30;NÃO INFORMADO
19/03/2022;Caucaia;Masculino;46;NÃO INFORMADO
19/03/2022;Fortaleza;Masculino;34;NÃO INFORMADO
20/03/2022;Ipu;Masculino;29;CONJUGE/COMPANHEIRO
20/03/2022;Tianguá;Masculino;21;NÃO INFORMADO
21/03/2022;Cruz;Masculino;Não Informada;NÃO INFORMADO
21/03/2022;Crateús;Feminino;34;NÃO INFORMADO
23/03/2022;Fortaleza;Masculino;54;NÃO INFORMADO
23/03/2022;Sobral;Masculino;58;NÃO INFORMADO
24/03/2022;Fortaleza;Feminino;32;NÃO INFORMADO
24/03/2022;Guaraciaba do Norte;Masculino;24;NÃO INFORMADO
24/03/2022;Guaraciaba do Norte;Masculino;24;NÃO INFORMADO
24/03/2022;Aracati;Masculino;37;NÃO INFORMADO
25/03/2022;Iguatu;Masculino;42;NÃO INFORMADO
26/03/2022;Limoeiro do Norte;Masculino;48;NÃO INFORMADO
27/03/2022;Caucaia;Masculino;61;NÃO INFORMADO
27/03/2022;Pires Ferreira;Masculino;40;NÃO INFORMADO
27/03/2022;Pires Ferreira;Masculino;40;NÃO INFORMADO
27/03/2022;Guaraciaba do Norte;Masculino;28;NÃO INFORMADO
27/03/2022;Horizonte;Masculino;39;NÃO INFORMADO
28/03/2022;Viçosa do Ceará;Masculino;38;NÃO INFORMADO
31/03/2022;Fortaleza;Masculino;43;NÃO INFORMADO
31/03/2022;Sobral;Masculino;30;NÃO INFORMADO
02/04/2022;Guaraciaba do Norte;Masculino;29;NÃO INFORMADO
02/04/2022;Fortaleza;Masculino;50;NÃO INFORMADO
03/04/2022;Ipu;Masculino;31;CONJUGE/COMPANHEIRO
05/04/2022;Missão Velha;Masculino;31;NÃO INFORMADO
05/04/2022;Pereiro;Masculino;45;NÃO INFORMADO
06/04/2022;Tianguá;Masculino;47;NÃO INFORMADO
06/04/2022;Tianguá;Não identificado;54;NÃO INFORMADO
07/04/2022;Tauá;Masculino;36;NÃO INFORMADO
08/04/2022;Ipu;Masculino;25;CONJUGE/COMPANHEIRO
08/04/2022;Sobral;Feminino;33;NÃO INFORMADO
08/04/2022;Sobral;Feminino;33;NÃO INFORMADO
08/04/2022;Fortaleza;Masculino;37;NÃO INFORMADO
12/04/2022;Sobral;Masculino;41;NÃO INFORMADO
12/04/2022;Sobral;Masculino;41;NÃO INFORMADO
12/04/2022;São Benedito;Masculino;35;NÃO INFORMADO
13/04/2022;Crato;Masculino;35;NÃO INFORMADO
13/04/2022;Crato;Masculino;52;NÃO INFORMADO
15/04/2022;Iracema;Masculino;27;NÃO INFORMADO
17/04/2022;Ipu;Masculino;50;CONJUGE/COMPANHEIRO
17/04/2022;Itapajé;Masculino;22;NÃO INFORMADO
18/04/2022;Pacatuba;Masculino;58;NÃO INFORMADO
19/04/2022;Acopiara;Masculino;27;NÃO INFORMADO
19/04/2022;Caucaia;Masculino;37;NÃO INFORMADO
20/04/2022;Acopiara;Masculino;33;NÃO INFORMADO
21/04/2022;Crato;Masculino;18;MAE
21/04/2022;Crato;Masculino;24;NÃO INFORMADO
21/04/2022;Altaneira;Feminino;28;NÃO INFORMADO
22/04/2022;Fortaleza;Masculino;35;NÃO INFORMADO
23/04/2022;Fortaleza;Feminino;30;NÃO INFORMADO
24/04/2022;Itapipoca;Masculino;56;NÃO INFORMADO
25/04/2022;Juazeiro do Norte;Masculino;48;NÃO INFORMADO
25/04/2022;Juazeiro do Norte;Masculino;48;NÃO INFORMADO
25/04/2022;Mombaça;Masculino;41;NÃO INFORMADO
29/04/2022;Sobral;Masculino;29;OUTROS
29/04/2022;Icapuí;Feminino;40;NÃO INFORMADO
30/04/2022;Guaraciaba do Norte;Masculino;36;NÃO INFORMADO
30/04/2022;Orós;Masculino;33;NÃO INFORMADO
02/05/2022;Juazeiro do Norte;Masculino;32;NÃO INFORMADO
02/05/2022;Juazeiro do Norte;Masculino;32;NÃO INFORMADO
03/05/2022;Granja;Masculino;Não Informada;NÃO INFORMADO
04/05/2022;Quixadá;Masculino;19;CONJUGE/COMPANHEIRO
05/05/2022;Fortaleza;Feminino;32;NÃO INFORMADO
05/05/2022;Icó;Feminino;52;NÃO INFORMADO
05/05/2022;Quixadá;Masculino;26;NÃO INFORMADO
09/05/2022;Caucaia;Masculino;30;NÃO INFORMADO
09/05/2022;Sobral;Masculino;31;NÃO INFORMADO
12/05/2022;Sobral;Masculino;57;NÃO INFORMADO
12/05/2022;Eusébio;Masculino;26;NÃO INFORMADO
13/05/2022;Baturité;Masculino;29;NÃO INFORMADO
14/05/2022;Frecheirinha;Masculino;33;NÃO INFORMADO
15/05/2022;Ubajara;Masculino;33;NÃO INFORMADO
15/05/2022;Fortaleza;Masculino;54;NÃO INFORMADO
15/05/2022;Fortaleza;Masculino;54;NÃO INFORMADO
15/05/2022;Ipu;Masculino;32;NÃO INFORMADO
15/05/2022;Alcântaras;Masculino;Não Informada;NÃO INFORMADO
15/05/2022;Fortaleza;Masculino;40;NÃO INFORMADO
16/05/2022;Fortaleza;Masculino;41;NÃO INFORMADO
16/05/2022;Fortaleza;Masculino;35;NÃO INFORMADO
18/05/2022;Mauriti;Masculino;63;CONJUGE/COMPANHEIRO
18/05/2022;Senador Pompeu;Masculino;26;NÃO INFORMADO
20/05/2022;Caucaia;Feminino;33;NÃO INFORMADO
22/05/2022;Russas;Masculino;52;NÃO INFORMADO
22/05/2022;Russas;Masculino;52;NÃO INFORMADO
22/05/2022;Ibiapina;Masculino;39;NÃO INFORMADO
22/05/2022;Ibiapina;Masculino;39;NÃO INFORMADO
25/05/2022;Ibiapina;Masculino;51;CONJUGE/COMPANHEIRO
27/05/2022;Juazeiro do Norte;Masculino;47;NÃO INFORMADO
27/05/2022;Tianguá;Masculino;51;NÃO INFORMADO
31/05/2022;Mauriti;Masculino;37;NÃO INFORMADO
01/06/2022;Tianguá;Masculino;32;NÃO INFORMADO
01/06/2022;Assaré;Masculino;28;NÃO INFORMADO
01/06/2022;Assaré;Masculino;28;NÃO INFORMADO
02/06/2022;Quixelô;Masculino;40;NÃO INFORMADO
03/06/2022;Nova Russas;Masculino;42;NÃO INFORMADO
03/06/2022;Jardim;Masculino;33;NÃO INFORMADO
04/06/2022;Crato;Feminino;31;NÃO INFORMADO
04/06/2022;Fortaleza;Masculino;26;NÃO INFORMADO
05/06/2022;Fortaleza;Masculino;39;NÃO INFORMADO
05/06/2022;Solonópole;Masculino;18;NÃO INFORMADO
06/06/2022;Fortaleza;Feminino;35;NÃO INFORMADO
07/06/2022;Itapipoca;Masculino;34;CONJUGE/COMPANHEIRO
09/06/2022;Fortaleza;Masculino;38;NÃO INFORMADO
09/06/2022;Viçosa do Ceará;Masculino;23;NÃO INFORMADO
09/06/2022;Viçosa do Ceará;Masculino;23;NÃO INFORMADO
10/06/2022;Nova Olinda;Masculino;Não Informada;CONJUGE/COMPANHEIRO
10/06/2022;Crato;Masculino;16;NÃO INFORMADO
10/06/2022;Crato;Masculino;16;NÃO INFORMADO
10/06/2022;Crato;Masculino;16;NÃO INFORMADO
12/06/2022;Maracanaú;Masculino;49;NÃO INFORMADO
12/06/2022;Caucaia;Masculino;46;NÃO INFORMADO
13/06/2022;Jijoca de Jericoacoara;Masculino;33;CONJUGE/COMPANHEIRO
13/06/2022;Jaguaribe;Masculino;72;CONJUGE/COMPANHEIRO
13/06/2022;Cariré;Masculino;55;NÃO INFORMADO
13/06/2022;Cariré;Masculino;55;NÃO INFORMADO
13/06/2022;Tabuleiro do Norte;Masculino;47;NÃO INFORMADO
13/06/2022;Forquilha;Masculino;37;NÃO INFORMADO
14/06/2022;Juazeiro do Norte;Masculino;36;NÃO INFORMADO
14/06/2022;Eusébio;Masculino;61;NÃO INFORMADO
15/06/2022;Maranguape;Masculino;39;NÃO INFORMADO
15/06/2022;Brejo Santo;Masculino;35;NÃO INFORMADO
18/06/2022;Ipu;Masculino;31;CONJUGE/COMPANHEIRO
18/06/2022;Fortaleza;Masculino;59;NÃO INFORMADO
19/06/2022;Quixadá;Masculino;30;NÃO INFORMADO
19/06/2022;Pereiro;Masculino;28;NÃO INFORMADO
19/06/2022;Juazeiro do Norte;Masculino;35;NÃO INFORMADO
20/06/2022;Sobral;Masculino;39;CONJUGE/COMPANHEIRO
20/06/2022;Aracati;Masculino;48;NÃO INFORMADO
21/06/2022;Fortaleza;Masculino;60;NÃO INFORMADO
23/06/2022;Pentecoste;Masculino;26;NÃO INFORMADO
23/06/2022;Maracanaú;Masculino;53;NÃO INFORMADO
25/06/2022;São Gonçalo do Amarante;Masculino;38;NÃO INFORMADO
26/06/2022;Frecheirinha;Masculino;38;CONJUGE/COMPANHEIRO
27/06/2022;Caucaia;Masculino;59;NÃO INFORMADO
28/06/2022;Jijoca de Jericoacoara;Masculino;33;CONJUGE/COMPANHEIRO
29/06/2022;Tianguá;Masculino;Não Informada;NÃO INFORMADO
29/06/2022;Tianguá;Masculino;Não Informada;NÃO INFORMADO
29/06/2022;Tianguá;Masculino;Não Informada;NÃO INFORMADO
30/06/2022;Fortaleza;Masculino;38;NÃO INFORMADO
30/06/2022;Paracuru;Masculino;43;NÃO INFORMADO
01/07/2022;Cruz;Masculino;49;CONJUGE/COMPANHEIRO
01/07/2022;Sobral;Masculino;37;NÃO INFORMADO
02/07/2022;Juazeiro do Norte;Masculino;38;CONJUGE/COMPANHEIRO
02/07/2022;Fortaleza;Masculino;34;NÃO INFORMADO
04/07/2022;Fortaleza;Feminino;22;NÃO INFORMADO
04/07/2022;Jaguaribe;Masculino;48;NÃO INFORMADO
06/07/2022;Paraipaba;Masculino;45;NÃO INFORMADO
06/07/2022;Pereiro;Masculino;33;NÃO INFORMADO
07/07/2022;Baturité;Masculino;30;NÃO INFORMADO
07/07/2022;Ubajara;Masculino;51;NÃO INFORMADO
07/07/2022;Tianguá;Masculino;19;NÃO INFORMADO
11/07/2022;Canindé;Masculino;23;NÃO INFORMADO
11/07/2022;Canindé;Masculino;18;NÃO INFORMADO
12/07/2022;Sobral;Masculino;35;CONJUGE/COMPANHEIRO
12/07/2022;São Gonçalo do Amarante;Masculino;21;NÃO INFORMADO
14/07/2022;Mauriti;Masculino;60;NÃO INFORMADO
14/07/2022;Itaitinga;Masculino;35;NÃO INFORMADO
14/07/2022;Itaitinga;Masculino;35;NÃO INFORMADO
14/07/2022;Itaitinga;Masculino;35;NÃO INFORMADO
14/07/2022;Itaitinga;Masculino;35;NÃO INFORMADO
15/07/2022;Russas;Masculino;38;CONJUGE/COMPANHEIRO
15/07/2022;Independência;Masculino;Não Informada;NÃO INFORMADO
17/07/2022;Bela Cruz;Masculino;28;NÃO INFORMADO
18/07/2022;Caucaia;Masculino;48;NÃO INFORMADO
18/07/2022;Guaraciaba do Norte;Masculino;51;NÃO INFORMADO
20/07/2022;Aracati;Masculino;44;NÃO INFORMADO
21/07/2022;Cruz;Masculino;38;CONJUGE/COMPANHEIRO
21/07/2022;Fortaleza;Masculino;33;NÃO INFORMADO
21/07/2022;Forquilha;Masculino;35;NÃO INFORMADO
23/07/2022;Itapajé;Masculino;49;NÃO INFORMADO
24/07/2022;Sobral;Masculino;45;NÃO INFORMADO
24/07/2022;Tianguá;Masculino;47;NÃO INFORMADO
24/07/2022;Cariré;Masculino;50;NÃO INFORMADO
24/07/2022;Cariré;Feminino;31;NÃO INFORMADO
26/07/2022;Paraipaba;Masculino;41;NÃO INFORMADO
26/07/2022;Crato;Masculino;48;NÃO INFORMADO
27/07/2022;Fortaleza;Masculino;41;NÃO INFORMADO
27/07/2022;Tianguá;Feminino;19;NÃO INFORMADO
28/07/2022;Fortaleza;Masculino;32;NÃO INFORMADO
28/07/2022;Russas;Masculino;22;NÃO INFORMADO
28/07/2022;Fortaleza;Feminino;35;NÃO INFORMADO
29/07/2022;Icó;Masculino;25;NÃO INFORMADO
29/07/2022;Fortaleza;Masculino;30;NÃO INFORMADO
29/07/2022;Frecheirinha;Masculino;53;NÃO INFORMADO
31/07/2022;Carnaubal;Masculino;47;NÃO INFORMADO
01/08/2022;Jaguaruana;Masculino;34;CONJUGE/COMPANHEIRO
01/08/2022;Chorozinho;Masculino;26;NÃO INFORMADO
01/08/2022;Chorozinho;Masculino;26;NÃO INFORMADO
01/08/2022;Bela Cruz;Feminino;40;NÃO INFORMADO
01/08/2022;Várzea Alegre;Feminino;28;NÃO INFORMADO
01/08/2022;Tianguá;Masculino;30;NÃO INFORMADO
02/08/2022;Santana do Cariri;Masculino;39;CONJUGE/COMPANHEIRO
03/08/2022;Morrinhos;Masculino;37;NÃO INFORMADO
03/08/2022;Sobral;Masculino;39;NÃO INFORMADO
06/08/2022;Saboeiro;Masculino;25;NÃO INFORMADO
06/08/2022;Acopiara;Masculino;38;NÃO INFORMADO
06/08/2022;Acopiara;Masculino;38;NÃO INFORMADO
07/08/2022;Paraipaba;Masculino;40;NÃO INFORMADO
08/08/2022;Uruburetama;Masculino;44;OUTROS
08/08/2022;Fortaleza;Masculino;40;NÃO INFORMADO
08/08/2022;Beberibe;Masculino;33;NÃO INFORMADO
09/08/2022;Deputado Irapuan Pinheiro;Masculino;40;NÃO INFORMADO
10/08/2022;Granja;Masculino;31;NÃO INFORMADO
10/08/2022;Granja;Masculino;31;NÃO INFORMADO
10/08/2022;Fortaleza;Masculino;50;NÃO INFORMADO
10/08/2022;Jucás;Masculino;31;NÃO INFORMADO
10/08/2022;Jucás;Masculino;31;NÃO INFORMADO
11/08/2022;Fortaleza;Masculino;37;NÃO INFORMADO
11/08/2022;Fortaleza;Masculino;32;NÃO INFORMADO
11/08/2022;Fortaleza;Masculino;32;NÃO INFORMADO
11/08/2022;Fortaleza;Masculino;37;NÃO INFORMADO
12/08/2022;Jaguaribe;Masculino;72;CONJUGE/COMPANHEIRO
12/08/2022;Forquilha;Masculino;49;NÃO INFORMADO
12/08/2022;Cruz;Masculino;53;NÃO INFORMADO
12/08/2022;Irauçuba;Masculino;63;NÃO INFORMADO
12/08/2022;Fortaleza;Masculino;33;NÃO INFORMADO
14/08/2022;Fortaleza;Masculino;29;NÃO INFORMADO
16/08/2022;Horizonte;Masculino;35;NÃO INFORMADO
16/08/2022;Fortaleza;Masculino;22;NÃO INFORMADO
17/08/2022;Fortaleza;Masculino;59;CONJUGE/COMPANHEIRO
17/08/2022;Mauriti;Masculino;37;NÃO INFORMADO
17/08/2022;Sobral;Masculino;42;NÃO INFORMADO
17/08/2022;Solonópole;Masculino;33;NÃO INFORMADO
17/08/2022;Fortaleza;Não identificado;67;NÃO INFORMADO
17/08/2022;Fortaleza;Masculino;31;NÃO INFORMADO
19/08/2022;Fortaleza;Masculino;32;NÃO INFORMADO
19/08/2022;Redenção;Feminino;43;NÃO INFORMADO
19/08/2022;Granja;Masculino;50;NÃO INFORMADO
21/08/2022;Iguatu;Masculino;29;OUTROS
21/08/2022;Pires Ferreira;Masculino;37;CONJUGE/COMPANHEIRO
21/08/2022;Maracanaú;Masculino;54;CONJUGE/COMPANHEIRO
22/08/2022;Fortaleza;Masculino;33;CONJUGE/COMPANHEIRO
22/08/2022;Tianguá;Masculino;29;NÃO INFORMADO
22/08/2022;Tianguá;Masculino;29;NÃO INFORMADO
22/08/2022;Jaguaribe;Masculino;37;NÃO INFORMADO
22/08/2022;Brejo Santo;Masculino;38;NÃO INFORMADO
24/08/2022;Assaré;Masculino;39;PAI
24/08/2022;Assaré;Masculino;39;PAI
24/08/2022;Assaré;Masculino;39;IRMA(O)
24/08/2022;Assaré;Masculino;39;IRMA(O)
25/08/2022;Juazeiro do Norte;Masculino;54;NÃO INFORMADO
26/08/2022;Camocim;Masculino;24;NÃO INFORMADO
27/08/2022;Quixadá;Masculino;31;OUTROS
27/08/2022;Fortaleza;Masculino;27;NÃO INFORMADO
28/08/2022;Mauriti;Masculino;24;CONJUGE/COMPANHEIRO
28/08/2022;Mauriti;Masculino;21;CONJUGE/COMPANHEIRO
30/08/2022;Parambu;Masculino;52;NÃO INFORMADO
31/08/2022;Fortaleza;Masculino;50;NÃO INFORMADO
31/08/2022;Fortaleza;Masculino;50;NÃO INFORMADO
31/08/2022;Fortaleza;Masculino;43;NÃO INFORMADO
03/09/2022;Fortaleza;Masculino;50;NÃO INFORMADO
04/09/2022;Fortaleza;Masculino;31;NÃO INFORMADO
05/09/2022;Fortaleza;Feminino;25;NÃO INFORMADO
06/09/2022;Fortaleza;Masculino;43;CONJUGE/COMPANHEIRO
06/09/2022;Viçosa do Ceará;Masculino;42;NÃO INFORMADO
06/09/2022;São Gonçalo do Amarante;Masculino;28;NÃO INFORMADO
07/09/2022;Fortaleza;Masculino;31;NÃO INFORMADO
07/09/2022;Varjota;Masculino;59;NÃO INFORMADO
07/09/2022;Crateús;Masculino;21;NÃO INFORMADO
08/09/2022;Maranguape;Masculino;31;CONJUGE/COMPANHEIRO
08/09/2022;Piquet Carneiro;Feminino;31;NÃO INFORMADO
09/09/2022;Jaguaribe;Masculino;33;CONJUGE/COMPANHEIRO
09/09/2022;Fortaleza;Masculino;25;NÃO INFORMADO
11/09/2022;Ibiapina;Masculino;59;CONJUGE/COMPANHEIRO
11/09/2022;Tejuçuoca;Masculino;25;NÃO INFORMADO
12/09/2022;Santa Quitéria;Masculino;31;NÃO INFORMADO
12/09/2022;Fortaleza;Masculino;29;NÃO INFORMADO
13/09/2022;Ipu;Masculino;33;NÃO INFORMADO
13/09/2022;Fortaleza;Masculino;31;NÃO INFORMADO
14/09/2022;Jaguaretama;Masculino;37;NÃO INFORMADO
14/09/2022;Jaguaretama;Feminino;36;NÃO INFORMADO
14/09/2022;Canindé;Masculino;27;NÃO INFORMADO
14/09/2022;Horizonte;Masculino;20;NÃO INFORMADO
14/09/2022;Horizonte;Masculino;20;NÃO INFORMADO
14/09/2022;Viçosa do Ceará;Masculino;36;NÃO INFORMADO
16/09/2022;Sobral;Masculino;35;NÃO INFORMADO
16/09/2022;Cedro;Masculino;43;NÃO INFORMADO
16/09/2022;Cedro;Feminino;24;NÃO INFORMADO
16/09/2022;Sobral;Masculino;35;NÃO INFORMADO
16/09/2022;Fortaleza;Masculino;25;NÃO INFORMADO
17/09/2022;Assaré;Masculino;33;CONJUGE/COMPANHEIRO
17/09/2022;São Benedito;Masculino;27;NÃO INFORMADO
17/09/2022;São Benedito;Masculino;25;NÃO INFORMADO
17/09/2022;São Benedito;Masculino;Não Informada;NÃO INFORMADO
18/09/2022;Itapipoca;Masculino;32;NÃO INFORMADO
18/09/2022;Frecheirinha;Masculino;38;NÃO INFORMADO
18/09/2022;São Benedito;Masculino;43;NÃO INFORMADO
18/09/2022;São Benedito;Masculino;43;NÃO INFORMADO
19/09/2022;Sobral;Masculino;43;NÃO INFORMADO
20/09/2022;Fortaleza;Masculino;27;NÃO INFORMADO
20/09/2022;Fortaleza;Feminino;28;NÃO INFORMADO
20/09/2022;Sobral;Masculino;31;NÃO INFORMADO
20/09/2022;Fortaleza;Masculino;33;NÃO INFORMADO
21/09/2022;Granja;Masculino;30;NÃO INFORMADO
25/09/2022;Jaguaribe;Feminino;42;NÃO INFORMADO
25/09/2022;Fortaleza;Feminino;50;NÃO INFORMADO
25/09/2022;Fortaleza;Feminino;65;NÃO INFORMADO
25/09/2022;Fortaleza;Feminino;50;NÃO INFORMADO
25/09/2022;Fortaleza;Feminino;65;NÃO INFORMADO
27/09/2022;Fortaleza;Masculino;34;NÃO INFORMADO
28/09/2022;Fortaleza;Masculino;45;NÃO INFORMADO
28/09/2022;Solonópole;Feminino;Não Informada;NÃO INFORMADO
28/09/2022;Guaraciaba do Norte;Masculino;30;NÃO INFORMADO
28/09/2022;Irauçuba;Masculino;46;NÃO INFORMADO
29/09/2022;Santana do Acaraú;Masculino;52;NÃO INFORMADO
29/09/2022;Caucaia;Masculino;48;NÃO INFORMADO
29/09/2022;Caucaia;Masculino;48;NÃO INFORMADO
01/10/2022;Assaré;Masculino;20;NÃO INFORMADO
01/10/2022;Senador Pompeu;Masculino;52;NÃO INFORMADO
04/10/2022;Itapajé;Masculino;38;NÃO INFORMADO
06/10/2022;Baturité;Masculino;42;NÃO INFORMADO
06/10/2022;Fortaleza;Masculino;21;NÃO INFORMADO
08/10/2022;Fortaleza;Masculino;32;NÃO INFORMADO
08/10/2022;Fortaleza;Masculino;24;NÃO INFORMADO
11/10/2022;Icó;Masculino;34;NÃO INFORMADO
11/10/2022;Viçosa do Ceará;Masculino;26;NÃO INFORMADO
11/10/2022;Fortaleza;Masculino;36;NÃO INFORMADO
11/10/2022;Fortaleza;Masculino;29;NÃO INFORMADO
12/10/2022;Maracanaú;Masculino;30;NÃO INFORMADO
13/10/2022;Caucaia;Masculino;Não Informada;NÃO INFORMADO
14/10/2022;Aquiraz;Masculino;19;NÃO INFORMADO
14/10/2022;Aquiraz;Masculino;19;NÃO INFORMADO
14/10/2022;Aquiraz;Masculino;19;NÃO INFORMADO
15/10/2022;Choró;Masculino;32;NÃO INFORMADO
15/10/2022;Maracanaú;Masculino;51;NÃO INFORMADO
16/10/2022;Jijoca de Jericoacoara;Masculino;26;OUTROS
16/10/2022;Jijoca de Jericoacoara;Masculino;66;NÃO INFORMADO
16/10/2022;Pentecoste;Masculino;18;NÃO INFORMADO
16/10/2022;Pentecoste;Masculino;18;NÃO INFORMADO
17/10/2022;Fortaleza;Masculino;43;NÃO INFORMADO
18/10/2022;Ipu;Masculino;35;CONJUGE/COMPANHEIRO
18/10/2022;Fortaleza;Masculino;34;NÃO INFORMADO
18/10/2022;Alto Santo;Masculino;19;NÃO INFORMADO
21/10/2022;Jaguaribe;Masculino;52;NÃO INFORMADO
22/10/2022;Juazeiro do Norte;Masculino;30;NÃO INFORMADO
23/10/2022;Jaguaribe;Feminino;25;CONJUGE/COMPANHEIRO
23/10/2022;Caucaia;Masculino;44;NÃO INFORMADO
23/10/2022;Tianguá;Masculino;27;NÃO INFORMADO
24/10/2022;Quixadá;Masculino;35;NÃO INFORMADO
25/10/2022;Fortaleza;Feminino;31;NÃO INFORMADO
25/10/2022;Cascavel;Masculino;31;NÃO INFORMADO
27/10/2022;Acopiara;Masculino;33;NÃO INFORMADO
28/10/2022;Fortaleza;Feminino;23;NÃO INFORMADO
28/10/2022;Itapajé;Masculino;60;NÃO INFORMADO
28/10/2022;Canindé;Masculino;41;NÃO INFORMADO
29/10/2022;Monsenhor Tabosa;Feminino;27;NÃO INFORMADO
29/10/2022;Monsenhor Tabosa;Masculino;43;NÃO INFORMADO
30/10/2022;Maracanaú;Masculino;32;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;51;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;55;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;37;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;49;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;51;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;55;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;37;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;49;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;51;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;55;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;37;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;49;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;51;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;55;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;37;NÃO INFORMADO
30/10/2022;Fortaleza;Feminino;49;NÃO INFORMADO
31/10/2022;Sobral;Masculino;66;NÃO INFORMADO
31/10/2022;Fortaleza;Masculino;30;NÃO INFORMADO
31/10/2022;Fortaleza;Masculino;30;NÃO INFORMADO
31/10/2022;Fortaleza;Masculino;30;NÃO INFORMADO
31/10/2022;Fortaleza;Masculino;30;NÃO INFORMADO
01/11/2022;Amontada;Masculino;24;CONJUGE/COMPANHEIRO
02/11/2022;São Benedito;Masculino;50;NÃO INFORMADO
02/11/2022;São Benedito;Masculino;50;NÃO INFORMADO
02/11/2022;Fortaleza;Masculino;26;NÃO INFORMADO
03/11/2022;Ipu;Masculino;31;CONJUGE/COMPANHEIRO
03/11/2022;Fortaleza;Masculino;41;CONJUGE/COMPANHEIRO
03/11/2022;Fortaleza;Feminino;33;NÃO INFORMADO
03/11/2022;Fortaleza;Feminino;33;NÃO INFORMADO
03/11/2022;Caucaia;Masculino;42;NÃO INFORMADO
03/11/2022;Fortaleza;Feminino;30;NÃO INFORMADO
04/11/2022;Fortaleza;Feminino;42;NÃO INFORMADO
04/11/2022;Fortaleza;Masculino;46;NÃO INFORMADO
04/11/2022;Redenção;Masculino;43;NÃO INFORMADO
05/11/2022;Quixadá;Masculino;35;CONJUGE/COMPANHEIRO
05/11/2022;Fortaleza;Masculino;43;NÃO INFORMADO
05/11/2022;Uruoca;Masculino;48;NÃO INFORMADO
06/11/2022;Viçosa do Ceará;Masculino;40;NÃO INFORMADO
06/11/2022;Fortaleza;Masculino;36;NÃO INFORMADO
07/11/2022;Tianguá;Masculino;23;NÃO INFORMADO
08/11/2022;Fortaleza;Masculino;37;NÃO INFORMADO
08/11/2022;Fortaleza;Masculino;37;NÃO INFORMADO
08/11/2022;Iguatu;Masculino;42;NÃO INFORMADO
08/11/2022;Jaguaretama;Masculino;38;NÃO INFORMADO
09/11/2022;Jaguaribe;Masculino;47;NÃO INFORMADO
09/11/2022;Jaguaribe;Masculino;47;NÃO INFORMADO
10/11/2022;Fortim;Masculino;24;NÃO INFORMADO
10/11/2022;Ipu;Feminino;86;NÃO INFORMADO
12/11/2022;Juazeiro do Norte;Masculino;40;NÃO INFORMADO
13/11/2022;Jardim;Masculino;42;NÃO INFORMADO
13/11/2022;Horizonte;Feminino;35;NÃO INFORMADO
14/11/2022;Itapajé;Feminino;27;NÃO INFORMADO
15/11/2022;Juazeiro do Norte;Masculino;31;NÃO INFORMADO
16/11/2022;Viçosa do Ceará;Masculino;39;NÃO INFORMADO
16/11/2022;Viçosa do Ceará;Masculino;39;NÃO INFORMADO
17/11/2022;Maracanaú;Masculino;44;NÃO INFORMADO
18/11/2022;Icapuí;Masculino;Não Informada;NÃO INFORMADO
